MODEL,VENDOR,MODEL_GSM,YEAR_RELEASED_GSM,MONTH_RELEASED_GSM,TIME_RELEASED_GSM,PRICE_RELEASED_GSM,DIAGONAL_SCREEN_SIZE_GSM,DETAIL_NAME_GSM
sgh-m819n,samsung,galaxy tab s2 9.7,2015,9,2015.666667,520,9.7,"versions (2016): t813n (wi-fi); t819n (3g/lte)
versions (2015): t810 (wi-fi); t815 (3g/lte)"
x2-to,lenovo,vibe x2 pro,2015,4,2015.25,330,5.3,NA
mid,ococci,sensation,2011,5,2011.333333,120,4.3,mid
mi 2sc,xiaomi,mi 2s,2013,4,2013.25,250,4.3,NA
chc-u03,huawei,honor 4c,2015,4,2015.25,170,5,also known as huawei g play mini
gt-i9220,samsung,galaxy note n7000,2011,10,2011.75,270,5.3,"also known as samsung gt-n7000, samsung i9220"
p690,lg,optimus net,2011,7,2011.5,80,3.2,p690
sm-g5108,samsung,galaxy j5 (2016),2016,4,2016.25,250,5.2,"versions: j510fn (europe); j510f (hk, india, south africa, thailand); j510g (malaysia, indonesia); j510y (new zealand); j510m (latam)
also known as samsung galaxy j5 duos (2016) with dual-sim card slots"
blade c341,zte,blade v8,2017,2,2017.083333,NA,5.2,NA
t815,telstra,galaxy tab s2 9.7,2015,9,2015.666667,520,9.7,t815
studio 5.5,blu,studio 5.5 hd,2016,3,2016.166667,NA,5.5,studio 5.5
andy 5ei,yezz,andy 5ei3 (2016),2016,8,2016.583333,NA,5,andy 5ei
m74,micromax,a74 canvas fun,2013,9,2013.666667,90,4.5,NA
6600lvw,htc,one max,2013,10,2013.75,370,5.9,available as htc one max dual sim for china
u8951,huawei,ascend g510,2013,4,2013.25,100,4.5,u8951
dual s,telpad,lumia 650,2016,2,2016.083333,150,5,dual s
sch-i500,samsung,galaxy e5,2015,2,2015.083333,240,5,"versions: e500f, e500h, e500hq, e500m, e500f/ds, e500h/ds, e500m/ds
also known as samsung galaxy e5 duos with dual-sim card slots"
c6943,sony,xperia z1,2013,9,2013.666667,330,5,c6943
xt1028,motorola,moto g4 play,2016,8,2016.583333,240,5,NA
x40,videocon,nubia z5s mini nx405h,2014,8,2014.583333,210,4.7,x40
s960s,lenovo,vibe x s960,2013,12,2013.916667,420,5,NA
a9192,htc,inspire 4g,2011,2,2011.083333,120,4.3,for at&t
c510e,htc,salsa,2011,6,2011.416667,130,3.4,c510e
u8655,huawei,ascend y200,2012,5,2012.333333,110,3.5,u8655
e435,lg,optimus l2 ii e435,2014,3,2014.166667,70,3.2,e435
q331,micromax,bolt q331,2015,10,2015.75,NA,5,q331
0pja2,htc,one me,2015,7,2015.5,340,5.2,NA
blade q,zte,blade q pro,2015,NA,NA,NA,4.5,blade q
m8minx,htc,one mini 2,2014,5,2014.333333,440,4.5,NA
f120s,lg,optimus lte tag,2012,NA,NA,130,4.3,f120s
7 voice tab,hp,slate7 voicetab ultra,2014,NA,NA,400,7,NA
x510t,vivo,xplay3s,2013,NA,NA,NA,6,NA
b1-721,acer,iconia b1-721,2014,1,2014,130,7,b1-721
q450,micromax,canvas a1 aq4502,2015,6,2015.416667,90,4.5,q450
a690,lenovo,a690,2013,1,2013,90,4,a690
e313,micromax,canvas xpress 2 e313,2015,8,2015.583333,90,5,e313
adr6300,htc,droid incredible 4g lte,2012,7,2012.5,270,4,for verizon
life 8xl,blu,life 8 xl,2015,5,2015.333333,NA,5.5,NA
as7,conspeed,axis,2011,1,2011,70,3.2,as7
k107,asus,memo pad hd7 16 gb,2013,7,2013.5,130,7,"tablet with no support for gsm voice communication, sms, and mms"
p700i,lenovo,p700i,2013,1,2013,140,4,p700i
shw-m305w,samsung,i9305 galaxy s iii,2012,9,2012.666667,320,4.8,also known as samsung galaxy s iii lte
e484,micromax,canvas 6 pro e484,2016,4,2016.25,180,5.5,e484
f370k,lg,f70 d315,2014,5,2014.333333,200,4.5,NA
h30-c00,huawei,honor 3c 4g,2014,6,2014.416667,200,5,also known as huawei honor 3c lte
adtab 7,hp,slate 7,2013,4,2013.25,130,7,"tablet with no support for gsm voice communication, sms, and mms"
h440,lg,spirit,2015,3,2015.166667,120,4.7,h440
rio-l03,huawei,g8,2015,10,2015.75,340,5.5,also known as huawei gx8
x5 max+,vivo,x5max+,2015,3,2015.166667,430,5.5,NA
sph-d710bst,samsung,galaxy on8,2016,10,2016.75,260,5.5,also known as samsung galaxy on8 sm-j710fn/df
d500,lg,optimus f6,2013,9,2013.666667,200,4.5,d500
s200,cubot,lepad s2007,2012,NA,NA,NA,7,s200
me176c,asus,memo pad 7 me176c,2014,8,2014.583333,130,7,me176c
pixel v2+,lava,pixel v2,2015,9,2015.666667,120,5,pixel v2+
ms550,metropcs,stylus 2 plus,2016,7,2016.5,360,5.7,ms550
sch-r530u,samsung,galaxy grand prime duos tv,2014,10,2014.75,150,5,also known as samsung galaxy grand prime duos tv g530bt
elife s7,gionee,elife s7,2015,4,2015.25,400,5.2,elife s7
ls997,lg,v20,2016,10,2016.75,640,5.7,ls997
st10216-1,oneplus,3,2016,6,2016.416667,400,5.5,also known as oneplus three
a104,micromax,a104 canvas fire 2,2014,NA,NA,80,4.5,a104
ek-gc110,samsung,galaxy j1 ace,2015,10,2015.75,140,4.3,"versions: j110m (new zealand, latam); j110f (australia, africa, uae); j110g (malaysia, indonesia, singapore); j110l with no lte (brazil)
also known as samsung galaxy j1 ace duos with dual-sim card slots; samsung galaxy j1 ace neo j111f"
sph-l300,samsung,z3,2015,10,2015.75,110,5,versions: z300h/dd (india)
a1000l-f,lenovo,a1000,2015,9,2015.666667,60,4,NA
sm-n915w8,samsung,galaxy note edge,2014,11,2014.833333,650,5.6,"versions: n915fy (europe), n915a (at&t), n915t (t-mobile), n915k/n915l/n915s (korea), n915g (singapore, australia, spain), n915d (japan)"
c5-06,nokia,c5-06,2012,3,2012.166667,90,3.2,c5-06
e5506,sony,xperia c5 ultra,2015,8,2015.583333,310,6,e5506
f540s,lg,volt,2014,5,2014.333333,130,4.7,"versions:
lg volt ls740, lg volt 4g lte for virgin mobile
lg ls740 boost mobile for boost mobile"
eluga i2,panasonic,eluga i2 (2016),2016,5,2016.333333,130,5,eluga i2
m19,aoson,m190s galaxy s hoppin,2010,NA,NA,140,4,m19
h910,at&t,v20,2016,10,2016.75,640,5.7,h910
ls675,lg,k7,2016,2,2016.083333,110,5,ls675
r106,coolpad,shine,2015,10,2015.75,200,5.5,NA
y220t,huawei,ascend y220,2014,3,2014.166667,60,3.5,NA
sm-g3819,samsung,g3812b galaxy s3 slim,2014,3,2014.166667,200,4.52,NA
highway 4g,wiko,highway 4g,2014,10,2014.75,300,5,highway 4g
sph-d720,sprint,google nexus s 4g,2011,5,2011.333333,150,4,sph-d720
vns-l23,huawei,p9 lite,2016,4,2016.25,280,5.2,"also known as huawei g9 lite, honor 8 smart (india)"
velocity 4g,htc,velocity 4g,2012,1,2012,200,4.5,velocity 4g
d682tr,lg,g pro lite,2013,11,2013.833333,250,5.5,d682tr
sch-i800,samsung,galaxy s5 mini,2014,7,2014.5,220,4.5,versions: g800f (europe); g800a (at&t); g800hq (turkey); g800h (usa); g800m (latam); g800r4 (us cellular); g800y (new zealand)
startrail 7,zte,blade v7 max,2016,8,2016.583333,330,5.5,NA
g13,leagool,galaxy young 2,2014,10,2014.75,100,3.5,g13
z818l,zte,v889m,2012,12,2012.916667,100,4,NA
a121,micromax,a121 canvas elanza 2,2014,5,2014.333333,120,5,a121
z995,zte,score m,2012,3,2012.166667,NA,3.5,"for metropcs
"
sm-n7506,samsung,galaxy note 3 neo duos,2014,2,2014.083333,410,5.5,"also known as: 
- samsung galaxy note 3 neo dual sim n7502"
g6-t00,huawei,ascend g628,2015,2,2015.083333,140,5,NA
7 plus,hp,7 plus,2014,5,2014.333333,70,7,7 plus
m351,meizu,mx3,2013,10,2013.75,370,5.1,NA
h520,lg,magna,2015,5,2015.333333,140,5,"also known as lg magna h502f, h500f"
403hw,huawei,mediapad m1,2014,5,2014.333333,300,8,also known as huawei mediapad m1 8.0
y300-0000,huawei,ascend y300,2013,3,2013.166667,90,4,NA
u8825d,huawei,ascend g330d u8825d,2012,NA,NA,110,4,u8825d
xt1055,motorola,moto x,2013,8,2013.583333,250,4.7,xt1055
n918st,zte,redbull v5 v9180,2014,4,2014.25,NA,5,also known as zte v5 red bull
y33,huawei,ascend y330,2014,3,2014.166667,70,4,NA
a529,lenovo,a526,2014,6,2014.416667,70,4.5,NA
8055,leeco,le 1s,2016,2,2016.083333,210,5.5,also known as leeco le 1s eco
r7c,oppo,r7 lite,2015,10,2015.75,250,5,NA
mt2-l05,huawei,ascend mate2 4g,2014,1,2014,330,6.1,NA
m040,meizu,mx2,2012,12,2012.916667,310,4.4,NA
sch-i939i,samsung,t939 behold 2,2009,11,2009.833333,90,3.2,for t-mobile
pixel v1,lava,pixel v1,2015,7,2015.5,160,5.5,pixel v1
novo 9,huawei,mate 9 porsche design,2017,1,2017,1400,5.5,NA
xt1023,motorola,moto e3,2016,9,2016.666667,120,5,"also known as motorola moto e (3rd gen.), motorola moto e (3rd gen)"
mach 8,lg,x mach,2016,9,2016.666667,480,5.5,"also known as lg x fast, lg k600"
a238t,lenovo,a328,2014,NA,NA,90,4.5,NA
a310,micromax,a310 canvas nitro,2014,9,2014.666667,170,5,a310
a107,micromax,canvas fire 4 a107,2015,3,2015.166667,100,4.5,a107
d631,lg,g vista,2014,8,2014.583333,270,5.7,d631
gt-s7572,samsung,galaxy trend ii duos s7572,2013,5,2013.333333,170,4,gt-s7572
t500,mito,betouch t500,2010,NA,NA,70,3.2,t500
gt-e2202,samsung,galaxy pop shv-e220,2013,2,2013.083333,110,4.65,for south korea
twin t90,lg,optimus l9 p769,2012,11,2012.833333,170,4.5,for t-mobile
g620s-l03,huawei,ascend g620s,2014,11,2014.833333,180,5,NA
sgh-i337z,samsung,i9505 galaxy s4,2013,4,2013.25,330,5,"also known as:
samsung galaxy s4 value edition i9515
samsung sgh-i337 for at&t
samsung i9505g galaxy s4 google play edition"
tit-tl00,huawei,y6 pro,2015,10,2015.75,280,5,"also known as honor play 5x, enjoy 5"
e311,micromax,canvas nitro 2 e311,2015,5,2015.333333,150,5,e311
x300,xgody,k8 (2017),2017,NA,NA,NA,5,x300
p70-t,lenovo,p70,2015,2,2015.083333,240,5,NA
d285,lg,l65 dual d285,2014,5,2014.333333,150,4.3,d285
s plus,gionee,elife s plus,2015,12,2015.916667,NA,5.5,s plus
rs988,lg,g5 se,2016,6,2016.416667,550,5.3,"versions: h840 (latam); h845 (russia)
also known as lg g5 lite"
c55,siswoo,zenfone max zc550kl (2016),2016,5,2016.333333,170,5.5,c55
a088,micromax,a089 bolt,2014,5,2014.333333,60,4,NA
sm-a5009,samsung,galaxy a5 (2017),2017,1,2017,430,5.2,also known as samsung galaxy a5 (2017) duos with dual-sim card slots
y11,vivo,y11,2014,NA,NA,NA,4,y11
desire 500 dual sim,htc,desire 500,2013,9,2013.666667,180,4.3,NA
c5306,sony,xperia sp,2013,4,2013.25,180,4.6,c5306
g700-t00,huawei,ascend g700,2013,NA,NA,190,5,NA
m2 3g,sony,d 2403,2015,NA,NA,200,4.4,released as sony xperia m2 aqua
blade v580,zte,blade v plus,2016,2,2016.083333,270,5.5,blade v580
802t,htc,one dual sim,2013,8,2013.583333,400,4.68,NA
evo v 4g,virgin,evo 3d cdma,2011,6,2011.416667,220,4.3,evo v 4g
grand 2,samsung,galaxy grand 2,2014,1,2014,180,5.25,"versions: samsung galaxy grand 2 g7105 (3g/lte)
also known as samsung galaxy grand 2 g7102 with dual-sim card slots
"
p1640,xolo,play tegra note,2013,12,2013.916667,190,7,"this is not a gsm device, it will not work on any gsm network worldwide."
gt-i8580,samsung,galaxy beam2,2014,7,2014.5,250,4.66,available as samsung galaxy beam2 g3858 for china
sgh-i727r,samsung,galaxy s ii tv,2013,NA,NA,NA,4,also known as samsung galaxy ace 3 gt-s7273t
pm36100,htc,one vx,2012,11,2012.833333,290,4.5,for at&t
d337,lg,l prime,2014,11,2014.833333,130,5,d337
gt-i8520,samsung,i8520 galaxy beam,2010,7,2010.5,260,3.7,NA
s5000-f,lenovo,s5000,2013,11,2013.833333,130,7,available with 3g/wi-fi or wi-fi only support
gt-p7100,samsung,galaxy on8,2016,10,2016.75,260,5.5,also known as samsung galaxy on8 sm-j710fn/df
t50,turkcell,t50,2016,3,2016.166667,70,4.5,t50
so-05d,docomo,xperia sx so-05d,2012,9,2012.666667,220,3.7,so-05d
power five pro,huawei,y6 pro,2015,10,2015.75,280,5,"also known as honor play 5x, enjoy 5"
at7-b,toshiba,excite 7c at7-b8,2014,2,2014.083333,70,7,at7-b
sensation 4g,t-mobile,sensation 4g,2011,6,2011.416667,210,4.3,sensation 4g
s720,lenovo,s720,2013,1,2013,230,4.5,s720
sgh-i547,samsung,galaxy rugby pro i547,2012,10,2012.75,150,4,for at&t
a53,oppo,a53,2015,12,2015.916667,NA,5.5,a53
xenium v526,philips,v526,2015,8,2015.583333,NA,5,
yu5530,yu,yunicorn,2016,6,2016.416667,180,5.5,yu5530
s401,obi,s4010 gazelle,2015,1,2015,80,4,s401
zero,umi,zero,2015,10,2015.75,280,5,zero
t008,asus,padfone e,2014,3,2014.166667,260,4.7,NA
p659,lg,optimus f3q,2014,2,2014.083333,230,4,for t-mobile usa
scl-cl00,huawei,honor holly 3,2016,10,2016.75,140,5.5,also known as huawei y6 ii
p5001,samsung,i9305 galaxy s iii,2012,9,2012.666667,320,4.8,also known as samsung galaxy s iii lte
w6500,philips,w6500,2013,10,2013.75,NA,4.3,w6500
streak,dell,streak pro d43,2012,NA,NA,450,4.3,streak
102e,htc,desire 200,2013,7,2013.5,100,3.5,NA
vivo 5r,blu,vivo 5r,2016,9,2016.666667,NA,5.5,vivo 5r
m9 plus,x-bo,one m9+,2015,5,2015.333333,500,5.2,m9 plus
birdy,wiko,birdy,2014,8,2014.583333,130,4.5,birdy
s309,philips,s309,2015,7,2015.5,NA,4,s309
a2015,zte,axon pro,2015,8,2015.583333,350,5.5,NA
t8951,huawei,ascend g510,2013,4,2013.25,100,4.5,also known as ascend g510 u8951 with dual-sim card slots
a76,ampe,a76+,2016,10,2016.75,NA,4.5,a76
xplay5s,vivo,xplay5 elite,2016,3,2016.166667,610,5.43,"also known as vivo xplay5 ultimate, vivo xplay5 5s"
padfone x mini,asus,padfone x mini,2014,10,2014.75,160,4.5,padfone x mini
g900w,bepa,galaxy s5,2014,4,2014.25,360,5.1,g900w
t9292,htc,hd7s,2011,6,2011.416667,120,4.3,"for at&t
also known as htc hd7 s"
h630d,lg,g4 stylus,2015,5,2015.333333,250,5.7,h630d
a290,micromax,a290 canvas knight cameo,2014,9,2014.666667,150,4.7,a290
u10,oukitel,u10,2016,8,2016.583333,160,5,u10
e5606,sony,xperia m5,2015,9,2015.666667,270,5,e5606
yu5010,yu,yuphoria,2015,5,2015.333333,90,5,yu5010
p1000,bassoon,p1000 galaxy tab,2010,10,2010.75,150,7,p1000
st21i2,sony,xperia tipo dual,2012,9,2012.666667,90,3.2,st21i2
u9500,huawei,ascend d1 xl u9500e,2012,NA,NA,350,4.5,u9500
2015,thl,galaxy tab s2 9.7,2015,9,2015.666667,520,9.7,2015
sgh-i527m,samsung,galaxy mega 6.3 i9200,2013,6,2013.416667,300,6.3,also known as samsung sgh-i527 for at&t
d805,lg,g2 mini lte,2014,3,2014.166667,180,4.7,"also known as lg d620, lg d620r, lg d620k"
gt-p6810,samsung,p6810 galaxy tab 7.7,2011,NA,NA,280,7.7,"tablet with no support for gsm voice communication, sms, and mms"
fresh,explay,galaxy fresh s7390,2013,10,2013.75,120,4,fresh
k121,lg,k4,2016,2,2016.083333,100,4.5,k121
h630,lg,g4 stylus,2015,5,2015.333333,250,5.7,h630
yu5510,yu,yureka s,2016,8,2016.583333,170,5.2,NA
q391,micromax,q391 canvas doodle 4,2015,5,2015.333333,140,6,q391
a116,micromax,a116 canvas hd,2013,2,2013.083333,230,5,a116
gt-s7568,samsung,galaxy ace 2 i8160,2012,5,2012.333333,130,3.8,available as samsung galaxy ace ii x s7560m for bell canada
s2007,lenovo,lepad s2007,2012,NA,NA,NA,7,NA
w1-u00,huawei,ascend w1,2013,1,2013,160,4,NA
z828,zte,avid plus,2016,1,2016,110,5,NA
infinity power,huawei,p8 lite (2017),2017,1,2017,240,5.2,also known as huawei honor 8 lite
sm-g900t3,samsung,galaxy s5 (usa),2014,4,2014.25,480,5.1,versions: g900v (verizon); g900r4 (us cellular); g900p (sprint)
h815t,lg,g4,2015,4,2015.25,340,5.5,h815t
blade,zte,blade v8,2017,2,2017.083333,NA,5.2,blade
cube 5.0,xolo,cube 5.0,2015,6,2015.416667,NA,5,cube 5.0
y635-l03,huawei,y635,2015,5,2015.333333,140,5,NA
t012,acer,liquid z320,2015,11,2015.833333,90,4.5,NA
a955,verizon,droid 2,2010,8,2010.583333,180,3.7,a955
vs880,verizon,g vista (cdma),2014,8,2014.583333,300,5.7,vs880
r8201,oppo,r1x,2015,1,2015,340,5,also known as oppo r1c for china
desire l dual sim,htc,desire l,2013,4,2013.25,NA,4.3,for china
q800,xolo,q800 x-edition,2013,2,2013.083333,100,4.5,q800
u8520,huawei,u8520 duplex,2011,10,2011.75,110,3.2,u8520
spark +,wileyfox,sl5011 spark lte,2016,2,2016.083333,160,5,spark +
a868,lenovo,a880,2014,1,2014,130,6,NA
h542,lg,g4 stylus,2015,5,2015.333333,250,5.7,h542
primo,walton,liquid jade primo,2016,4,2016.25,220,5.5,primo
irulu v3,vivo,v3max,2016,4,2016.25,300,5.5,
cynus e5,samsung,galaxy e5,2015,2,2015.083333,240,5,"versions: e500f, e500h, e500hq, e500m, e500f/ds, e500h/ds, e500m/ds
also known as samsung galaxy e5 duos with dual-sim card slots"
a2109a,lenovo,ideatab a2107,2013,1,2013,150,7,NA
gt-i9080,samsung,galaxy grand i9080,2013,4,2013.25,210,5,NA
ms395,lg,f60,2014,10,2014.75,100,4.5,"versions:
lg f60 d390n with single-sim
lg f60 dual d392 with dual-sim"
dash 3.5,blu,dash 3.5,2012,9,2012.666667,70,3.5,dash 3.5
u8950d,huawei,ascend g600,2012,9,2012.666667,100,4.5,NA
sm-g8508,samsung,galaxy alpha (s801),2014,9,2014.666667,450,4.7,"versions:
g850a for at&t
g850w for canada
g8508s for east & southeast asia"
u9202l,huawei,ascend p1 lte,2012,10,2012.75,150,4.3,NA
y360-u72,huawei,y360,2015,6,2015.416667,90,4,also known as huawei y3
yu4711,yu,yunique plus,2016,8,2016.583333,80,4.7,NA
ms770,lg,motion 4g ms770,2012,8,2012.583333,110,3.5,ms770
rm-1114,microsoft,lumia 435 dual sim,2015,2,2015.083333,70,4,NA
y320-c00,huawei,ascend y320,2013,12,2013.916667,100,4,NA
noir z8,qmobile,noir z8 plus,2015,5,2015.333333,180,5.5,noir z8
m733,asus,fonepad 7 fe171cg,2015,1,2015,160,7,"tablet with support for gsm voice communication, sms, and mms"
d816t,htc,desire 816 dual sim,2014,5,2014.333333,250,5.5,NA
crr-ul20,huawei,mate s,2015,10,2015.75,350,5.5,also known as huawei mate s dual sim with dual-sim card slots
f650l,lg,zero,2015,10,2015.75,280,5,also known as lg class
9190-t00,samsung,i9190 galaxy s4 mini,2013,7,2013.5,230,4.3,also known as samsung i9190 galaxy s iv mini; samsung i9190 galaxy s4 mini duos with dual-sim card slots
gn810,gionee,gpad g2,2013,5,2013.333333,160,5.3,NA
d693n,lg,g3 stylus,2014,10,2014.75,240,5.5,"also known as lg g3 stylus d690n, lg d690"
xt1042,motorola,moto g 4g dual sim (2nd gen),2015,1,2015,240,5,"also known as motorola moto g lte (2nd gen.), motorola moto g 4g (2015)"
i50,koobee,mesmerize i500,2010,10,2010.75,100,4,i50
a90,wellcom,a90,2012,8,2012.583333,200,4.3,a90
advance 4.0,blu,advance 4.0 l3,2017,1,2017,NA,4,advance 4.0
q2000l,xolo,q2000l,2014,5,2014.333333,NA,5.5,q2000l
star jr,blu,dash jr,2013,9,2013.666667,40,3.5,d140 - dual sim
forward young,samsung,wave y s5380,2011,11,2011.833333,90,3.2,"also known as samsung wave538, 
samsung wave y lafleur edition"
s720e,htc,one x9,2016,1,2016,360,5.5,NA
marathon m5 mini,gionee,marathon m5 mini,2016,2,2016.083333,120,5,marathon m5 mini
gt-p6201,samsung,p6200 galaxy tab 7.0 plus,2011,10,2011.75,260,7,"also known as:
samsung galaxy tab 7.0n plus
samsung galaxy tab 7.0 plus n in germany
tablet with support for gsm voice communication, sms, and mms"
r831t,oppo,neo 5 (2015),2015,8,2015.583333,70,4.5,NA
k860,lenovo,k860,2012,8,2012.583333,290,5,k860
iris 402,lava,iris 402e,2014,6,2014.416667,NA,4,iris 402
cp8676 i03,coolpad,note 3s,2016,12,2016.916667,NA,5.5,"also known as coolpad note 3s y91-i00
"
rocket,sendtel,galaxy s ii skyrocket hd i757,2012,1,2012,430,4.65,rocket
c6616,sony,xperia z4 ultra,2015,NA,NA,NA,6.44,NA
802d,htc,one dual sim,2013,8,2013.583333,400,4.68,NA
g30,haier,ascend g300,2012,5,2012.333333,130,4,g30
n90,nokia,n900,2009,11,2009.833333,160,3.5,n90
at1s0,toshiba,thrive 7,2011,12,2011.916667,250,7,"also known as toshiba thrive 7 inch, toshiba thrive 7"""" tablet"
nem-ul10,huawei,honor 5c,2016,5,2016.333333,200,5.2,"asia model has fingerprint sensor
also known as huawei honor 7 lite, huawei gt3"
8297l-i00,coolpad,note 3s,2016,12,2016.916667,NA,5.5,"also known as coolpad note 3s y91-i00
"
p713tr,lg,optimus l7 ii p710,2013,3,2013.166667,180,4.3,also known as lg optimus l7x p714
tab 7,tolino,play tab 7.0,2013,10,2013.75,110,7,tab 7
sm-s902,samsung,google nexus s i9023,2011,4,2011.25,180,4,for india
l-04e,lg,optimus g pro e985,2013,4,2013.25,400,5.5,l-04e
r829t,oppo,r1 r829t,2013,12,2013.916667,300,5,r829t
u8665,huawei,fusion 2 u8665,2012,10,2012.75,50,3.5,u8665
y550-l03,huawei,ascend y550,2014,11,2014.833333,130,4.5,NA
life one xl,blu,life one xl,2015,4,2015.25,NA,5.5,life one xl
w27,vivo,y27,2014,12,2014.916667,NA,4.7,NA
z831,zte,maven,2015,6,2015.416667,50,4.5,NA
discovery 2,blu,life play x,2014,1,2014,200,4.7,NA
shw-m190s,samsung,i9190 galaxy s4 mini,2013,7,2013.5,230,4.3,also known as samsung i9190 galaxy s iv mini; samsung i9190 galaxy s4 mini duos with dual-sim card slots
a460,zte,blade a460,2015,7,2015.5,NA,5,a460
i908,philips,i908,2015,8,2015.583333,NA,5,i908
blade a475,zte,blade l3 plus,2015,4,2015.25,100,5,NA
824,samsung,galaxy note 3,2013,9,2013.666667,420,5.7,"versions: n9000 (3g); n9005 (3g/lte)
also known as samsung galaxy note iii; samsung galaxy note 3 n9002 with dual-sim card slots"
ms3,unknown,k7,2016,2,2016.083333,110,5,ms3
le max,letv,le max,2016,1,2016,350,6.33,le max
sch-i200,verizon,galaxy stellar 4g i200,2012,8,2012.583333,150,4,sch-i200
x509,leeco,le 1s,2016,2,2016.083333,210,5.5,also known as leeco le 1s eco
startrail 4,zte,blade q pro,2015,NA,NA,NA,4.5,"also known as zte blade gf3, zte t320"
su870,lg,optimus 3d cube su870,2012,NA,NA,210,4.3,su870
infinity lotus,asus,padfone infinity lite,2014,3,2014.166667,510,5,NA
xt894,verizon,droid 4 xt894,2012,2,2012.083333,260,4,xt894
elite 3,leagoo,elite 3.8,2012,8,2012.583333,130,3.8,elite 3
m032,meizu,mx5e,2016,4,2016.25,190,5.5,also known as meizu mx5e lite
xello,xolo,q600s,2014,5,2014.333333,NA,4.5,NA
c20,hisense,galaxy camera 2 gc200,2014,3,2014.166667,330,4.8,c20
sm-g3509,samsung,galaxy tab a 8.0,2015,5,2015.333333,210,8,versions: t350 (wi-fi); t355 (3g/lte)
a7020a40,lenovo,vibe k4 note,2016,1,2016,190,5.5,"also known as: lenovo k4 note a7010a48, a7010, lenovo vibe x3 lite"
gs03,huawei,ascend p1s,2012,9,2012.666667,260,4.3,NA
su540,lg,prada 3.0,2012,1,2012,210,4.3,"also known as prada k2, lg p940"
yp-gb70,samsung,galaxy player 70 plus,2012,NA,NA,180,5,yp-gb70
v5s,zte,redbull v5 v9180,2014,4,2014.25,NA,5,also known as zte v5 red bull
vns-tl00,huawei,p9 plus,2016,5,2016.333333,600,5.5,versions: vie-l09 (single sim); vie-l29 (dual sim)
