MODEL, REACH, MARKETING_NAME, VENDOR, PRICE_RELEASED, YEAR_RELEASED, MONTH_RELEASED, TIME_RELEASED, DIAGONAL_SCREEN_SIZE, CAMERA_PIXELS, DISPLAY_HEIGHT, DISPLAY_WIDTH
SM-J320AZ,20,galaxy amp prime,cricket,150,2016,1,2016.083333333333,5,5,1280,720
C2016,20,axon max,zte,330,2016,3,2016.25,5.2,16,1920,1080
ZT-7005,20,zt-7005 3g,zifro,NULL,2014,NULL,2014.5,7,2,600,1024
Lifetab E733x,20,lifetab e733x,aldi,260,2015,9,2015.75,7,2,600,1024
Dash 3.5,20,dash 3.5,blu,70,2012,9,2012.75,3.5,3.15,480,320
SM-G750A,20,galaxy mega 2,at&t,340,2014,9,2014.75,6,8,1280,720
GT-I9080L,20,galaxy grand,samsung,210,2013,4,2013.333333333333,5,8,800,480
MC40N0,20,mc40 mobile computer,zebra,NULL,2014,NULL,2014.5,4.3,8,800,480
MFLogin3T,20,login 3,megafon,NULL,2014,NULL,2014.5,7,3.2,600,1024
PSP3530DUO,20,muze d3,prestigio,NULL,2015,NULL,2015.5,5.3,2,1280,720
Desire L Dual SIM,20,desire l dual sim,htc,NULL,2013,4,2013.333333333333,4.3,5,800,480
SC-02B,20,galaxy s,docomo,NULL,2010,NULL,2010.5,4,5,800,480
9002X,20,pixi 3 (7),alcatel,NULL,2015,NULL,2015.5,7,2,600,1024
SM-G8508S,20,sm-g8508s,samsung,450,2014,9,2014.75,5.1,16,1920,1080
VFD 300,20,smart mini 7,vodafone,NULL,2016,NULL,2016.5,4,5,800,480
XT1093,20,moto x 2nd gen,motorola,NULL,2014,NULL,2014.5,5.2,13,1920,1080
Xplorer V80,20,xplorer v80,symphony,NULL,2015,NULL,2015.5,4.7,8,960,540
10DTB42,20,10dtb42,hipstreet,NULL,2015,NULL,2015.5,10.1,2,600,1024
SH-05F,20,sh-05f,docomo,NULL,2014,NULL,2014.5,5,16,1920,1080
B78,20,b78,beyond,NULL,2012,NULL,2012.5,5.3,3.15,800,480
M-PPxS551U,20,phonepad s551u,mediacom,NULL,2014,NULL,2014.5,5.5,13,1280,720
LT15a,20,xperia arc,sony ericsson,NULL,2011,NULL,2011.5,4.2,8,854,480
U8520,20,deuce,huawei,110,2011,10,2011.833333333333,3.2,NULL,480,320
MS770,20,motion 4g,lg,110,2012,8,2012.666666666667,3.5,5,480,320
A955,20,droid 2,verizon,180,2010,8,2010.666666666667,3.7,5,854,480
Y927,20,y927,vivo,NULL,2014,NULL,2014.5,4.7,8,1280,720
Spark +,20,spark +,wileyfox,160,2016,2,2016.166666666667,5,13,1280,720
MS395,20,f60,lg,110,2014,10,2014.833333333333,4,5,800,480
SM-G357M,20,galaxy ace style,samsung,200,2014,9,2014.75,4,5,800,480
IS11S,20,xperia acro,kddi,NULL,2010,NULL,2010.5,4.2,NULL,854,480
R8201,20,r1x,oppo,340,2015,1,2015.083333333333,5,13,1280,720
A43,20,a43,archos,NULL,2010,NULL,2010.5,4.3,2,854,480
Cynus E5,20,cynus e5,mobistel,240,2015,2,2015.166666666667,4.5,8,854,480
4013K,20,one touch pixi 3 (4),alcatel,NULL,2014,1,2014.083333333333,3.5,1.9,480,320
SU760,20,optimus 3d,lg,NULL,2011,NULL,2011.5,4.3,5,800,480
H542,20,g4 stylus,lg,250,2015,5,2015.416666666667,5.7,13,1280,720
Smart Fly X50,20,smart fly x50,vivax,80,2014,NULL,2014.5,5,8,960,540
SM-N930S,20,galaxy note 7,samsung,850,2016,9,2016.75,5.7,12,2560,1440
A2109A,20,ideatab a2109a,lenovo,180,2012,12,2013,9,NULL,800,1280
RM-1114,20,lumia 435,microsoft,70,2015,2,2015.166666666667,4,2,800,480
A868,20,a868,myphone,130,2012,1,2012.083333333333,3.95,3.2,480,320
F-03F,20,disney mobile f-03f,docomo,NULL,2013,NULL,2013.5,4.7,13,1280,720
Primo,20,primo,walton,220,2012,4,2012.333333333333,3.5,NULL,480,320
Q800,20,q800,xolo,100,2013,2,2013.166666666667,4.5,8,960,540
Y360-U72,20,y3 lite,huawei,90,2016,6,2016.5,4,2,800,480
W3509,20,w3509,philips,NULL,2014,NULL,2014.5,5,5,960,540
VS810PP,20,transpyre,lg,NULL,2014,NULL,2014.5,4.5,8,800,480
SJ1.5,19,sj1.5,obi worldphone,NULL,2015,NULL,2015.5,5,8,1280,720
5038X,19,one touch pop d5,alcatel,NULL,2014,NULL,2014.5,4.5,5,854,480
Agua Rio,19,agua rio,myphone,NULL,2014,NULL,2014.5,5,8,1280,720
SM-G800M,19,galaxy s5 mini,samsung,220,2014,7,2014.583333333333,4.5,8,1280,720
9190-T00,19,s6,coolpad,230,2013,7,2013.583333333333,5.95,13,1280,720
T703,19,t703,oppo,NULL,2011,7,2011.583333333333,3.2,5,480,320
8297L-I00,19,f1 8297,coolpad,NULL,2014,12,2015,5,13,1280,720
MID1002,19,duo power 10,manta,120,2012,5,2012.416666666667,10.13,2,800,1280
MID-702SC,19,mid-702sc,luxya,120,2012,5,2012.416666666667,7,NULL,480,800
ZP952,19,speed 7 plus,zopo,NULL,2015,NULL,2015.5,5.5,13.2,1920,1080
Q2000L,19,q2000l,xolo,NULL,2014,5,2014.416666666667,5.5,8,960,540
C6616,19,xperia z,sony,NULL,2013,NULL,2013.5,5,13,1920,1080
Z987,19,grand x max+,zte,NULL,2015,NULL,2015.5,6,5,1280,720
R829T,19,r1,oppo,300,2013,12,2014,5,5,1280,720
CP8676_I03,19,note 3 plus,coolpad,NULL,2016,NULL,2016.5,5.5,13,1920,1080
T95m,19,t95m,sunvell,120,2015,2,2015.166666666667,NULL,NULL,NULL,NULL
Imuz Q9,19,imuz q9,latte,NULL,NULL,NULL,NULL,9.699999999999999,5,768,1024
Marathon M5 mini,19,marathon m5 mini,gionee,120,2016,2,2016.166666666667,5,8,1280,720
FIT 4G,19,fit 4g,zte,NULL,2013,NULL,2013.5,4.5,5,854,480
R831T,19,neo,oppo,70,2014,8,2014.666666666667,4.5,5,854,480
L-04E,19,optimus g pro,lg,400,2013,4,2013.333333333333,5,13.1,1920,1080
802d,19,one,htc,400,2013,8,2013.666666666667,4.7,4.3,1920,1080
40 Cesium,19,40 cesium,archos,NULL,2014,1,2014.083333333333,4,5,800,480
Advance 4.0,19,advance 4.0,blu,NULL,2013,1,2013.083333333333,4,5,800,480
50 Neon,19,50 neon,archos,NULL,2014,NULL,2014.5,5,5,854,480
K51c78,19,lemon x3 lite,lenovo,NULL,2015,NULL,2015.5,5.5,13,1920,1080
5017B,19,one touch pixi 3,alcatel,NULL,2015,NULL,2015.5,4.5,8,854,480
Forward Young,19,forward young,ngm,90,2014,11,2014.916666666667,4,8,800,480
XT1042,19,moto g 4g,motorola,240,2014,1,2014.083333333333,4.5,5,1280,720
5216,19,5216,coolpad,NULL,2012,NULL,2012.5,4,NULL,800,480
S720e,19,one x,htc,360,2012,1,2012.083333333333,4.7,8,1280,720
i50,19,i50,koobee,100,2012,10,2012.833333333333,4.3,NULL,800,480
F650L,19,x screen,lg,280,2016,10,2016.833333333333,4.93,13,1280,720
D816t,19,desire 816t,htc,250,2014,5,2014.416666666667,5.5,13,1280,720
SM-S902L,19,galaxy s5,samsung,180,2014,4,2014.333333333333,5.1,16,1920,1080
X3F,19,x3f,vivo,NULL,2014,NULL,2014.5,5,8,1280,720
MW0831,19,breeze tablet,aoc,NULL,2012,NULL,2012.5,8,2,768,1024
D693N,19,g3 stylus,lg,240,2014,10,2014.833333333333,5.5,13,960,540
M733,19,m733,unknown,160,2015,1,2015.083333333333,7,2,480,800
Y13,19,y13,vivo,NULL,2014,NULL,2014.5,4.5,5,854,480
GN810,19,gn810,gionee,160,2013,5,2013.416666666667,5.3,8,960,540
NEM-UL10,19,honor 5c,huawei,200,2016,5,2016.416666666667,5.2,13,1920,1080
Iris 402,19,iris 402,lava,80,2013,6,2013.5,4,3,800,480
Harrier,19,harrier,ee,NULL,2015,NULL,2015.5,5.2,13,1920,1080
OT-918N,19,one touch 918n,alcatel,NULL,2011,NULL,2011.5,3.2,NULL,480,320
K860,19,ideaphone,lenovo,290,2012,8,2012.666666666667,5,8,1280,720
8676-M01,19,8676-m01,coolpad,NULL,2015,NULL,2015.5,5.5,13,1280,720
Rocket,19,rocket,sendtel,430,2015,1,2015.083333333333,4,5,800,480
A90,19,a90,wellcom,200,2012,8,2012.666666666667,3.5,NULL,480,320
AT1S0,19,at1s0,toshiba,250,2011,12,2012,7,5,800,1280
D857,19,g3,lg,NULL,2014,NULL,2014.5,5.5,13,2560,1440
G30,19,pursuit,haier,130,2015,5,2015.416666666667,4.5,5,854,480
Tab 7,19,one touch tab 7,alcatel,110,2013,10,2013.833333333333,7,2,1024,1440
CRR-UL20,19,mate s,huawei,350,2015,10,2015.833333333333,5.5,13,1920,1080
DPM1081,19,dpm1081,double power,NULL,2014,NULL,2014.5,10.1,NULL,600,1024
SM-G318ML,19,galaxy tab 3,samsung,370,2013,NULL,2013.5,8,5,800,1280
A3-A30,19,iconia tab 10,acer,NULL,2015,NULL,2015.5,10.1,5,1920,1200
KM8 Pro,19,km8 pro,unknown,NULL,2016,NULL,2016.5,NULL,NULL,NULL,NULL
Star JR,19,star jr,blu,40,2012,9,2012.75,3.5,2,480,320
5042A,19,one touch pop 2 4.5,alcatel,NULL,2014,NULL,2014.5,4.5,5,854,480
N90,19,n90,nokia,160,2012,11,2012.916666666667,9.699999999999999,2,768,1024
Q-Smart QS550T,19,q-smart qs550t,qmobile,80,2014,NULL,2014.5,5.5,5,960,540
U8665,19,fusion 2,huawei,50,2012,10,2012.833333333333,3.5,3.15,480,320
F-07E,19,disney mobile f-07e,docomo,NULL,2013,NULL,2013.5,4.7,13.1,1280,720
Noir Z8,19,noir z8,qmobile,180,2014,5,2014.416666666667,5,13,1280,720
P713TR,19,optimus l7ii,lg,180,2015,3,2015.25,4.3,8,800,480
LS-5017,19,water 11,lyf,NULL,2016,NULL,2016.5,5,13,1280,720
GT-P6201,19,galaxy tab 7.0,samsung,260,2012,10,2012.833333333333,7,3.15,1024,600
C6750,18,hydro elite,kyocera,NULL,2013,NULL,2013.5,4.29,8,1280,720
B3-A10,18,iconia one 10,acer,NULL,2015,NULL,2015.5,10.1,NULL,800,1280
S7200,18,s7200,sinotec,230,2011,1,2011.083333333333,7,2,600,1024
Elite 3,18,elite 3,leagoo,610,2015,8,2015.666666666667,5.5,13,1280,720
Infinity Lotus,18,infinity lotus,gionee,510,2012,3,2012.25,4,8,800,480
X509,18,zero 2,infinix,210,2015,2,2015.166666666667,5,13,1280,720
SU540,18,ku5400,lg,210,2011,1,2011.083333333333,4.3,NULL,800,480
RKM MK802IV,18,mini tv box player,rikomagic,NULL,2013,NULL,2013.5,NULL,NULL,NULL,NULL
M8St,18,one m8s,htc,NULL,2015,NULL,2015.5,5,13.2,1920,1080
AX810,18,ax810,bmobile,NULL,2015,NULL,2015.5,5,8,854,480
6030X,18,one touch idol,alcatel,100,2013,10,2013.833333333333,4.7,8,960,540
OT-6016X,18,one touch idol 2 mini,alcatel,NULL,2014,NULL,2014.5,4.5,8,960,540
A16C3H,18,andromax a,smartfren,NULL,2016,NULL,2016.5,4.5,5,854,480
206SH,18,aquos phone xx,softbank,NULL,2013,NULL,2013.5,5,13.1,1920,1080
SM-G3509,18,galaxy trend iii,samsung,210,2013,10,2013.833333333333,4.3,3.1,800,480
AK-8476,18,ak-8476,akai,NULL,2015,NULL,2015.5,7,NULL,800,480
Slide 2,18,slide 2,wiko,NULL,2015,NULL,2015.5,5.5,13,1280,720
POP 7 LTE,18,onetouch pop 7 lte,alcatel,NULL,2016,NULL,2016.5,7,5,1024,600
GS03,18,ascend p1,e-mobile,260,2012,9,2012.75,NULL,NULL,960,540
Sky S777,18,sky s777,skyphone,430,2013,1,2013.083333333333,3.5,2,480,320
5025D,18,onetouch pop 3,alcatel,NULL,2015,NULL,2015.5,5.5,13,1280,720
SU870,18,optimus 3d cube,lg,210,2012,NULL,2012.5,4.3,5,800,480
F480S,18,wine,lg,NULL,2014,NULL,2014.5,3.5,8,480,320
M032,18,mx,meizu,190,2012,4,2012.333333333333,4.01,8,960,640
N83,18,n83,sanei,NULL,2012,NULL,2012.5,8,NULL,600,800
MSD7,18,msd7,maxx,NULL,2011,NULL,2011.5,2.2,0.3,220,176
I908,18,xenium i908,philips,NULL,2014,8,2014.666666666667,5,13,1920,1080
RCT6873W42,18,rct6873w42,rca tablets,NULL,2014,NULL,2014.5,7,NULL,600,1024
MS3,18,ms3,unknown,110,2015,2,2015.166666666667,NULL,NULL,NULL,NULL
Discovery 2,18,discovery 2,general mobile,200,2014,1,2014.083333333333,5,13,1920,1080
A7020a40,18,vibe k5 note,lenovo,190,2015,1,2015.083333333333,5.5,13,1920,1080
XT894,18,droid 4,verizon,260,2012,2,2012.166666666667,4,8,960,540
Startrail 4,18,startrail 4,sfr,NULL,2013,NULL,2013.5,4.5,5,854,480
LS-5015,18,water 8,lyf,NULL,2016,NULL,2016.5,5,13,720,1280
W27,18,w27,ramos,NULL,2012,12,2013,10.1,0.3,600,1024
A460,18,blade l4,zte,NULL,2015,7,2015.583333333333,5,5,854,480
SCH-I200,18,galaxy stellar,verizon,150,2012,8,2012.666666666667,4,3.15,800,480
7295,18,7295,coolpad,NULL,2013,NULL,2013.5,5,5,960,540
Endeavour 101L,18,endeavour 101l,blaupunkt,NULL,2013,NULL,2013.5,9,5,800,480
Xello,18,xello,odys,NULL,2012,5,2012.416666666667,7,0.3,480,800
IQ4516 Octa,18,tornado slim,fly,NULL,2014,NULL,2014.5,4.8,8,1280,720
Y550-L03,18,ascend y550,huawei,130,2014,11,2014.916666666667,4.5,5,854,480
S507,18,s507,amer,NULL,2015,2,2015.166666666667,5,8,1280,720
I213,18,one touch pixi 7,alcatel,NULL,2014,NULL,2014.5,7,0.3,960,540
4045L,18,one touch pop 2 (4),alcatel,NULL,2014,1,2014.083333333333,4.5,5,854,480
Cink King,18,cink king,wiko,NULL,2012,NULL,2012.5,5,8,854,480
P4100,18,element,pantech,170,2012,8,2012.666666666667,8,5,720,1024
Blade A475,18,blade a475,zte,100,2015,4,2015.333333333333,4.59,13,1280,720
Life One XL,18,life one xl,blu,260,2015,9,2015.75,5.5,13,1280,720
UP520,18,up520,uhappy,NULL,2014,NULL,2014.5,5,8,960,540
SO-01C,18,xperia arc,docomo,NULL,2011,NULL,2011.5,4.2,8.1,854,480
C20,18,c20,hisense,330,2015,3,2015.25,5,13,1280,720
Omega XL,18,omega xl,cherry mobile,110,2013,12,2014,6,8,1280,720
BQS-5020,18,strike,bq,NULL,2016,NULL,2016.5,5,13,1280,720
Lifetab E7312,18,lifetab e7312,medion,260,2013,9,2013.75,7,0.3,600,1024
SHT22,18,aquos pad,kddi,NULL,2014,NULL,2014.5,7,13.1,1200,1920
5038D,18,one touch pop d5,alcatel,NULL,2014,NULL,2014.5,4.5,5,854,480
SHW-M190S,18,shw-m190s,samsung,230,2009,7,2009.583333333333,4,5,800,480
L8303,18,l8303,laaboo,NULL,2012,NULL,2012.5,3.5,NULL,480,320
N8800,18,n8800,akai,NULL,2014,5,2014.416666666667,5.5,NULL,NULL,NULL
S10,18,s10,qmobile,NULL,2014,NULL,2014.5,10,2,600,1024
824,18,smarteasy,doro,420,2015,9,2015.75,5,8,1280,720
Z831,18,maven 2,zte,50,2016,6,2016.5,5,5,854,480
GT-I9100M,18,galaxy s2,samsung,260,2011,7,2011.583333333333,4.3,2,800,480
V989,18,octa core,onda,NULL,2014,NULL,2014.5,9.699999999999999,8,1536,2048
SM-G925R4,18,galaxy s6 edge,us cellular,600,2015,4,2015.333333333333,5.1,16,2560,1440
L678,18,staraddict 5,hisense,NULL,2016,NULL,2016.5,5,13,1280,720
ADR8995,18,breakout,pantech,NULL,2011,NULL,2011.5,4,5,800,480
TM785M3,18,tm785m3,nuvision,NULL,2014,NULL,2014.5,7.85,3,768,1024
Le Max,18,le max,letv,350,2015,1,2015.083333333333,6.33,21,2560,1440
i940,17,iden,motorola,NULL,2012,NULL,2012.5,3.5,5,1024,600
Lumina 7Q8L,17,lumina 7q8l,tivax,NULL,NULL,NULL,NULL,7,0.3,600,1024
IQ4409 Quad,17,era life 4,fly,NULL,2014,NULL,2014.5,4.5,5,854,480
Studio One Plus,17,studio one plus,blu,NULL,2015,2,2015.166666666667,5.5,13,1920,1080
Iris X1,17,iris x1,lava,80,2014,1,2014.083333333333,4.5,8,854,480
TV BOX H3,17,tv box h3,aizbo,NULL,2015,NULL,2015.5,NULL,NULL,NULL,NULL
777TPC,17,cyberpad,iview,170,2012,10,2012.833333333333,7.01,2,480,800
Blade L2 Plus,17,blade l2 plus,zte,130,2015,5,2015.416666666667,5,8,854,480
Intense Metal,17,intense metal,firefly mobile,NULL,2015,NULL,2015.5,5.5,8,960,540
SCH-I925,17,galaxy note 10.1,samsung,600,2012,4,2012.333333333333,10.13,NULL,1280,800
YP-GB70,17,galaxy player,samsung,180,2009,NULL,2009.5,5,3.15,800,480
NV7 H3,17,nv7 h3,novo,NULL,2014,NULL,2014.5,7,NULL,600,1024
S8600,17,s8600,huawei,250,2011,10,2011.833333333333,3.7,NULL,800,480
NS-P10A6100,17,ns-p10a6100,insignia,NULL,2015,NULL,2015.5,10.1,5,800,1280
SCH-I829,17,galaxy style duos,samsung,370,2013,NULL,2013.5,4.3,5,800,480
M20,17,m20,mixc,1150,2015,12,2016,5,8,960,540
S4506,17,s4506,dns,NULL,2014,NULL,2014.5,4.5,5,960,540
M623C,17,m623c,china mobile,NULL,2015,NULL,2015.5,5,3.2,1280,720
C6522N,17,hydro xtrm,kyocera,NULL,2013,NULL,2013.5,4,5,800,480
V5S,17,grand memo 5s,zte,NULL,2014,4,2014.333333333333,5,13,1280,720
VNS-TL00,17,g9 lite,huawei,600,2016,5,2016.416666666667,5.2,13,1920,1080
W732,17,w732,philips,NULL,2012,7,2012.583333333333,4.3,NULL,800,480
SCH-R830,17,galaxy axiom,samsung,150,2012,11,2012.916666666667,4,5,800,480
Iris X1 Atom,17,iris x1 atom,lava,80,2015,6,2015.5,4,5,800,480
Studio 5.0 C,17,studio 5.0 c,blu,NULL,2014,8,2014.666666666667,5,5,854,480
SM-G928X,17,galaxy s6 edge plus,samsung,530,2015,8,2015.666666666667,5.7,16,2560,1440
B16C2H,17,andromax e2,smartfren,NULL,2015,NULL,2015.5,4.5,5,480,800
A808T,17,golden warrior a8,lenovo,150,2014,8,2014.666666666667,5,13,1280,720
X3V,17,x3v,vivo,NULL,2014,NULL,2014.5,5,8,1280,720
V975i,17,v975i,onda,NULL,2014,NULL,2014.5,9.699999999999999,5,1536,2048
Lifetab P733X,17,lifetab p733x,medion,260,2015,9,2015.75,7,NULL,800,1280
VK410,17,g pad 7.0,lg,NULL,2014,NULL,2014.5,7,3.15,800,1280
SNB02-NV7A,17,2s,nabi,NULL,2013,NULL,2013.5,7,2,800,1280
TPC-1050,17,tpc-1050,svp,NULL,2012,NULL,2012.5,10,2,600,1024
Cynus T8,17,cynus t8,mobistel,NULL,2014,NULL,2014.5,5,13,1280,720
A70H,17,a70h,archos,190,NULL,1,NULL,7,0.3,480,800
SM-J110L,17,galaxy j1 ace,samsung,140,2015,10,2015.833333333333,4.3,5,800,480
LG870,17,optimus f7,lg,270,2013,4,2013.333333333333,4.7,8,1280,720
T9002,17,t9002,argom,NULL,2012,NULL,2012.5,7.01,NULL,480,800
Venue 7 3740,17,venue 7 3740,dell,250,2014,10,2014.833333333333,7,5,800,1280
Glory 2,17,one touch glory 2,alcatel,NULL,2012,NULL,2012.5,3.5,3.2,480,320
Y100 Plus,17,y100 plus,doogee,NULL,2015,NULL,2015.5,5.5,13,1280,720
P-03E,17,eluga p,docomo,NULL,2013,NULL,2013.5,4.7,13.4,1920,1080
Dslide 1013,17,dslide 1013,danew,NULL,2013,NULL,2013.5,10.1,2,600,1024
SM-T377T,17,galaxy tab e,t-mobile,NULL,2016,NULL,2016.5,8,2,800,1280
MZ615,17,xoom 2,motorola,NULL,2012,NULL,2012.5,10.1,5,800,1280
Hercules,17,hercules,highscreen,160,2015,10,2015.833333333333,5,13,1920,1080
6040X,17,one touch idol x,alcatel,NULL,2014,NULL,2014.5,5,13.1,1920,1080
E04(3GB),17,e04(3gb),ecoo,NULL,2015,NULL,2015.5,5.5,16,1920,1080
eMax,17,emax,umi,260,2014,5,2014.416666666667,5.5,13,1920,1080
SMB-C7003,17,smb-c7003,malata,NULL,NULL,NULL,NULL,7,NULL,1024,600
V970,17,grand x,zte,230,2012,7,2012.583333333333,4.3,5,960,540
Y21L,17,y21l,vivo,NULL,2016,NULL,2016.5,4.5,5,854,480
Y22L,17,y22l,vivo,NULL,2014,NULL,2014.5,4.5,8,854,480
LS995,17,g flex,lg,360,2013,11,2013.916666666667,6,13,1280,720
Win JR LTE,17,win jr lte,blu,NULL,2015,4,2015.333333333333,4.5,5,854,480
SM-J105M,17,galaxy j1 mini (2016),samsung,90,2016,2,2016.166666666667,4.3,5,800,480
DC-1215,17,everpad,everest,NULL,2015,NULL,2015.5,7,NULL,480,800
Primo S2,17,primo s2,walton,220,2014,4,2014.333333333333,5,13,1280,720
VFD 1100,17,tab mini 7,vodafone,NULL,2016,NULL,2016.5,7,NULL,600,1024
Y516-T00,17,huawei,huawei,130,2014,12,2015,4.5,5,800,480
Fire TV,17,amazon fire tv,amazon,80,2015,6,2015.5,NULL,NULL,NULL,NULL
5019D,17,pixi 3 (4.5),alcatel,NULL,2015,NULL,2015.5,4.5,5,854,480
6045F,17,one touch idol 3,alcatel,NULL,2015,NULL,2015.5,5.5,13,1920,1080
M9w,17,one m9,htc,NULL,2015,NULL,2015.5,5,20,1920,1080
SM-E700M,17,galaxy e7,samsung,270,2015,2,2015.166666666667,5.5,13,1280,720
VS450PP,17,optimus exceed-2,verizon,NULL,2014,NULL,2014.5,4.5,5,800,400
Infinity Passion,17,infinity passion,gionee,NULL,2012,NULL,2012.5,4.3,5,800,480
SM-T807V,17,galaxy tab s,verizon,NULL,2014,NULL,2014.5,10.5,8,1600,2560
KII-L23,17,gr5,huawei,300,2015,11,2015.916666666667,5.5,13,1920,1080
Milestone,17,milestone,motorola,110,2009,NULL,2009.5,3.7,5,854,480
ac80cplv2,17,alba 10 inch,alba,NULL,2014,NULL,2014.5,10,NULL,800,1280
M510t,17,m510t,infocus,NULL,2014,NULL,2014.5,5,8,1280,720
KYY04,17,urbano progresso,kddi,NULL,2012,NULL,2012.5,4,NULL,800,480
E52,17,e52,nokia,NULL,2009,NULL,2009.5,2.42,NULL,320,240
R833T,17,r833t,oppo,NULL,2013,NULL,2013.5,4.3,5,800,480
4060A,16,ideal,alcatel,NULL,2016,1,2016.083333333333,4.5,5,854,480
D693TR,16,g3 stylus,lg,240,2014,10,2014.833333333333,5.5,13,960,540
8020X,16,one touch hero,alcatel,NULL,2014,NULL,2014.5,6,13,1920,1080
N939St,16,n939st,zte,NULL,2015,NULL,2015.5,5.5,13,1920,1080
Flare XL Plus,16,flare xl plus,cherry mobile,NULL,2015,NULL,2015.5,5.5,13,1280,720
E7-00,16,e7-00,nokia,200,2010,8,2010.666666666667,4.24,NULL,640,360
S880,16,s880,lenovo,300,2012,9,2012.75,4.99,NULL,800,480
MD706,16,md706,naviatec,NULL,2012,NULL,2012.5,7,0.3,480,800
PMT7077,16,multipad 4 diamond,prestigio,NULL,2014,NULL,2014.5,7.85,2,768,1024
50 Diamond,16,50 diamond,archos,NULL,2015,NULL,2015.5,5,16,1920,1080
Eluga Icon,16,eluga icon,panasonic,150,2015,5,2015.416666666667,5.5,13,1280,720
PadFone X,16,padfone x,asus,320,2014,12,2015,5,13,1920,1080
Z955A,16,zmax 2,zte,130,2016,9,2016.75,5.5,8,1280,720
Hammer S,16,hammer s,umi,NULL,2015,NULL,2015.5,5.5,13,1280,720
Rono,16,rono,orange,50,2014,11,2014.916666666667,5,8,1280,720
SM-E500M,16,galaxy e5,samsung,240,2015,2,2015.166666666667,5,8,1280,720
D360,16,d360,doov,NULL,2013,NULL,2013.5,4.3,NULL,800,480
8720L,16,8720l,coolpad,NULL,2014,NULL,2014.5,5,5,1280,720
4024D,16,one touch pixi first,alcatel,NULL,2015,1,2015.083333333333,4,5,800,480
SCH-R530C,16,galaxy s3,samsung,150,2012,10,2012.833333333333,4.8,8,1280,720
P001,16,ptox,powerlead,NULL,2015,8,2015.666666666667,NULL,NULL,NULL,NULL
MS870,16,spirit 4g,lg,120,2012,3,2012.25,4.51,5,960,540
VSP250s,16,venus 5.0 x,vestel,NULL,2014,NULL,2014.5,5,8,960,540
991D,16,one touch 991d,alcatel,NULL,2012,NULL,2012.5,4.01,NULL,480,320
TGW-706,16,tgw-706,condor,NULL,2015,NULL,2015.5,7,2,1024,600
Y321-U051,16,ascend y321,huawei,NULL,2014,NULL,2014.5,4,3,800,480
Studio 5.5 S,16,studio 5.5 s,blu,130,2013,3,2013.25,5.5,5,854,480
Energy X 2,16,energy x 2,blu,NULL,2016,3,2016.25,5,5,1280,720
V522,16,g pad 3 8.0,lg,NULL,2016,NULL,2016.5,8,5,1920,1200
L36,16,l36,unknown,NULL,2012,NULL,2012.5,7.01,0.3,480,800
GT-S5310I,16,galaxy pocket neo,samsung,370,2013,NULL,2013.5,3,2,320,240
6012X,16,one touch idol mini,alcatel,NULL,2013,NULL,2013.5,4.3,5,854,480
6014X,16,one touch idol 2 mini l,alcatel,NULL,2013,NULL,2013.5,4.5,5,960,540
M1001,16,m1001,haipad,260,2012,9,2012.75,9.970000000000001,NULL,1024,600
A2107,16,ideatab a2107 / lepad a2107,lenovo,180,2012,12,2013,7,3.15,600,1024
X98 Air III,16,x98 air iii,teclast,NULL,2015,NULL,2015.5,9.699999999999999,5,1536,2048
7047A,16,one touch pop c9,alcatel,NULL,2014,NULL,2014.5,5.5,8,960,540
RM-878,16,lumia 810,nokia,200,2012,4,2012.333333333333,4.3,8,800,480
9010X,16,one touch pixi 3 (10),alcatel,NULL,2015,NULL,2015.5,10.1,5,800,1280
PRO5043,16,joy 5,polaroid,270,2015,2,2015.166666666667,5,5,960,540
Z830,16,compel,zte,NULL,2014,NULL,2014.5,4,5,800,480
HD18Q,16,hd18q,andoer,NULL,2014,6,2014.5,NULL,NULL,NULL,NULL
S39h,16,xperia c,sony,NULL,2013,NULL,2013.5,5,8,960,540
SM-G900J,16,galaxy s5,samsung,480,2014,4,2014.333333333333,5.1,16,1920,1080
CHM-CL00,16,honor 4c,huawei,NULL,2015,NULL,2015.5,5,13,1280,720
Lumia 535 Dual Sim,16,lumia 535 dual sim,microsoft,80,2014,12,2015,5,5,960,540
HS-U8,16,hs-u8,hisense,NULL,2012,NULL,2012.5,4,5,800,480
MS769,16,optimus l9,lg,170,2013,11,2013.916666666667,4.5,5,960,540
SM-T705C,16,galaxy tab s lte,samsung,200,2014,8,2014.666666666667,8.4,8,1600,2560
P490L,16,g pad 8.0 lte,lg,NULL,2014,NULL,2014.5,8,5,800,1280
SHV-E140S,16,galaxy tab 8.9 lte,samsung,370,2012,NULL,2012.5,8.880000000000001,NULL,800,1280
LS720,16,optimus f3,lg,100,2013,6,2013.5,4,5,800,480
D2206,16,xperia e3,sony,170,2014,9,2014.75,4.5,5,854,480
SM-G3606,16,galaxy core prime,samsung,500,2014,12,2015,4.5,5,800,480
Kindle Fire HDX 8.9 LTE,16,kindle fire hdx 8.9,amazon,NULL,2013,NULL,2013.5,8.9,8,1600,2560
Superion Odyssey,16,superion odyssey,cherry mobile,NULL,2013,8,2013.666666666667,7.85,5,1024,768
45 Platinum,16,45 platinum,archos,NULL,2013,1,2013.083333333333,4.5,5,960,540
Mi One Plus,16,mi one plus,xiaomi,90,2011,5,2011.416666666667,4,8,854,480
